Force ;Length;Time;Position;Small Length
39.70339;0.1564767;0;0.1564767;0.03146887
40.46837;0.161505;0.02;0.161505;0.03146887
41.03638;0.1665999;0.04;0.1665999;0.03146887
41.43491;0.1718946;0.06;0.1718946;0.03146887
41.7922;0.1777554;0.08;0.1777554;0.03146887
42.22737;0.1844487;0.1;0.1844487;0.03146887
42.90073;0.1919079;0.12;0.1919079;0.03146887
43.62907;0.1999332;0.14;0.1999332;0.03146887
44.48109;0.2087577;0.16;0.2087577;0.03146887
45.43388;0.217449;0.18;0.217449;0.03146887
46.38667;0.2256075;0.2;0.2256075;0.03146887
47.27074;0.2325339;0.22;0.2325339;0.03146887
45.91485;0.2386611;0.24;0.2386611;0.03146887
