Force ;Length;Time;Position;Small Length
15.19196;0.040959;0;0.040959;0.03146887
15.4668;0.0421911;0.02;0.0421911;0.03146887
15.70042;0.0435231;0.04;0.0435231;0.03146887
15.93862;0.0448551;0.06;0.0448551;0.03146887
16.28675;0.0461871;0.08;0.0461871;0.03146887
16.62572;0.0473526;0.1;0.0473526;0.03146887
16.91431;0.0484515;0.12;0.0484515;0.03146887
17.18915;0.0494505;0.14;0.0494505;0.03146887
17.49606;0.0504495;0.16;0.0504495;0.03146887
17.7251;0.0514485;0.18;0.0514485;0.03146887
17.94039;0.05251409;0.2;0.05251409;0.03146887
18.13278;0.0537129;0.22;0.0537129;0.03146887
18.33891;0.0549117;0.24;0.0549117;0.03146887
18.56337;0.05621039;0.26;0.05621039;0.03146887
18.83363;0.0577089;0.28;0.0577089;0.03146887
19.06267;0.0592407;0.3;0.0592407;0.03146887
19.43829;0.0607392;0.32;0.0607392;0.03146887
19.83223;0.062271;0.34;0.062271;0.03146887
20.20327;0.06380279;0.36;0.06380279;0.03146887
20.52392;0.06536789;0.38;0.06536789;0.03146887
20.82166;0.0669996;0.4;0.0669996;0.03146887
21.14689;0.06886439;0.42;0.06886439;0.03146887
21.48587;0.0708624;0.44;0.0708624;0.03146887
21.88897;0.0729603;0.46;0.0729603;0.03146887
22.35162;0.0750249;0.48;0.0750249;0.03146887
22.88299;0.0770895;0.5;0.0770895;0.03146887
23.35022;0.0790875;0.52;0.0790875;0.03146887
23.81746;0.0811854;0.54;0.0811854;0.03146887
24.28927;0.08341649;0.56;0.08341649;0.03146887
24.66489;0.0857475;0.58;0.0857475;0.03146887
25.05425;0.08801189;0.6;0.08801189;0.03146887
25.44361;0.09034289;0.62;0.09034289;0.03146887
25.88336;0.092574;0.64;0.092574;0.03146887
26.38724;0.0948717;0.66;0.0948717;0.03146887
26.85905;0.0972693;0.68;0.0972693;0.03146887
27.26674;0.099567;0.7;0.099567;0.03146887
27.68358;0.1018314;0.72;0.1018314;0.03146887
28.07752;0.1040958;0.74;0.1040958;0.03146887
28.48063;0.1062603;0.76;0.1062603;0.03146887
28.86083;0.1082916;0.78;0.1082916;0.03146887
29.22729;0.1101897;0.8;0.1101897;0.03146887
29.52961;0.1118547;0.82;0.1118547;0.03146887
29.80904;0.1134198;0.84;0.1134198;0.03146887
30.00601;0.114885;0.86;0.114885;0.03146887
30.06556;0.1162836;0.88;0.1162836;0.03146887
30.1503;0.1176156;0.9;0.1176156;0.03146887
30.22359;0.1188477;0.92;0.1188477;0.03146887
