Force ;Length;Time;Position;Small Length
13.98494;0.0452214;0;0.0452214;0.03146887
14.19565;0.0464202;0.02;0.0464202;0.03146887
14.36972;0.047619;0.04;0.047619;0.03146887
14.56669;0.0488178;0.06;0.0488178;0.03146887
14.76366;0.0500499;0.08;0.0500499;0.03146887
14.92399;0.0512487;0.1;0.0512487;0.03146887
15.19425;0.0525807;0.12;0.0525807;0.03146887
15.37748;0.0538461;0.14;0.0538461;0.03146887
15.54696;0.0550782;0.16;0.0550782;0.03146887
15.73477;0.0562104;0.18;0.0562104;0.03146887
16.01878;0.0572427;0.2;0.0572427;0.03146887
16.18368;0.0583083;0.22;0.0583083;0.03146887
16.25698;0.0593739;0.24;0.0593739;0.03146887
16.51808;0.0605061;0.26;0.0605061;0.03146887
16.58679;0.0617049;0.28;0.0617049;0.03146887
16.84331;0.0629703;0.3;0.0629703;0.03146887
17.02196;0.064269;0.32;0.064269;0.03146887
17.24183;0.0656343;0.34;0.0656343;0.03146887
17.48003;0.0670662;0.36;0.0670662;0.03146887
17.73655;0.068598;0.38;0.068598;0.03146887
17.98849;0.0700965;0.4;0.0700965;0.03146887
18.25875;0.071595;0.42;0.071595;0.03146887
18.54734;0.0731934;0.44;0.0731934;0.03146887
18.82218;0.0748251;0.46;0.0748251;0.03146887
19.0787;0.0764901;0.48;0.0764901;0.03146887
19.3398;0.0783549;0.5;0.0783549;0.03146887
19.61922;0.0803862;0.52;0.0803862;0.03146887
19.96278;0.0823842;0.54;0.0823842;0.03146887
20.32466;0.0845154;0.56;0.0845154;0.03146887
20.70027;0.0866466;0.58;0.0866466;0.03146887
21.04383;0.0888111;0.6;0.0888111;0.03146887
21.42403;0.09107549;0.62;0.09107549;0.03146887
21.81797;0.09337319;0.64;0.09337319;0.03146887
22.1203;0.0956376;0.66;0.0956376;0.03146887
22.43179;0.0979686;0.68;0.0979686;0.03146887
22.83031;0.1003329;0.7;0.1003329;0.03146887
23.23799;0.1027305;0.72;0.1027305;0.03146887
23.58613;0.1051947;0.74;0.1051947;0.03146887
23.96175;0.1077255;0.76;0.1077255;0.03146887
24.35569;0.1101897;0.78;0.1101897;0.03146887
24.69924;0.1125873;0.8;0.1125873;0.03146887
25.0428;0.114885;0.82;0.114885;0.03146887
25.37719;0.1169496;0.84;0.1169496;0.03146887
25.63829;0.1188477;0.86;0.1188477;0.03146887
25.90397;0.1206459;0.88;0.1206459;0.03146887
26.07804;0.1222776;0.9;0.1222776;0.03146887
26.27043;0.1238427;0.92;0.1238427;0.03146887
26.44908;0.1253412;0.94;0.1253412;0.03146887
26.50863;0.1267065;0.96;0.1267065;0.03146887
26.63002;0.1279719;0.98;0.1279719;0.03146887
26.73537;0.129204;1;0.129204;0.03146887
26.82012;0.1304028;1.02;0.1304028;0.03146887
26.88425;0.1316349;1.04;0.1316349;0.03146887
26.94609;0.1328337;1.06;0.1328337;0.03146887
26.99648;0.1340325;1.08;0.1340325;0.03146887
26.98502;0.1352979;1.1;0.1352979;0.03146887
27.09954;0.1366299;1.12;0.1366299;0.03146887
27.19574;0.1379286;1.14;0.1379286;0.03146887
27.39271;0.1390941;1.16;0.1390941;0.03146887
27.4408;0.1402263;1.18;0.1402263;0.03146887
27.55532;0.1412253;1.2;0.1412253;0.03146887
27.66984;0.1422243;1.22;0.1422243;0.03146887
27.74771;0.1432233;1.24;0.1432233;0.03146887
27.78436;0.1443888;1.26;0.1443888;0.03146887
27.7855;0.1456542;1.28;0.1456542;0.03146887
27.88743;0.1469862;1.3;0.1469862;0.03146887
27.97675;0.1483848;1.32;0.1483848;0.03146887
28.19433;0.14985;1.34;0.14985;0.03146887
28.37298;0.1513485;1.36;0.1513485;0.03146887
28.42795;0.152847;1.38;0.152847;0.03146887
28.64324;0.1543455;1.4;0.1543455;0.03146887
28.84021;0.155844;1.42;0.155844;0.03146887
28.9135;0.1574091;1.44;0.1574091;0.03146887
29.17919;0.1591074;1.46;0.1591074;0.03146887
29.35325;0.1609389;1.48;0.1609389;0.03146887
29.43113;0.1629036;1.5;0.1629036;0.03146887
29.75178;0.1649682;1.52;0.1649682;0.03146887
30.0312;0.1670328;1.54;0.1670328;0.03146887
30.31979;0.1690974;1.56;0.1690974;0.03146887
30.59005;0.1711287;1.58;0.1711287;0.03146887
30.84199;0.1733265;1.6;0.1733265;0.03146887
31.08477;0.1756908;1.62;0.1756908;0.03146887
31.31838;0.1781217;1.64;0.1781217;0.03146887
31.55658;0.180486;1.66;0.180486;0.03146887
31.82226;0.1828503;1.68;0.1828503;0.03146887
32.09711;0.1853145;1.7;0.1853145;0.03146887
32.4086;0.1877787;1.72;0.1877787;0.03146887
32.69718;0.1903095;1.74;0.1903095;0.03146887
32.94912;0.1928736;1.76;0.1928736;0.03146887
33.26061;0.1953045;1.78;0.1953045;0.03146887
33.54461;0.197469;1.8;0.197469;0.03146887
33.78739;0.199467;1.82;0.199467;0.03146887
33.85381;0.2013651;1.84;0.2013651;0.03146887
33.97291;0.20313;1.86;0.20313;0.03146887
34.08514;0.204795;1.88;0.204795;0.03146887
34.18133;0.2063601;1.9;0.2063601;0.03146887
34.2592;0.2078253;1.92;0.2078253;0.03146887
34.29814;0.2091573;1.94;0.2091573;0.03146887
34.29013;0.2104893;1.96;0.2104893;0.03146887
34.31417;0.2118213;1.98;0.2118213;0.03146887
34.30959;0.2130867;2;0.2130867;0.03146887
34.31074;0.2143521;2.02;0.2143521;0.03146887
