Force ;Length;Time;Position;Small Length
16.40127;0.0485181;0;0.0485181;0.03146887
17.57851;0.0527805;0.02;0.0527805;0.03146887
18.73744;0.056943;0.04;0.056943;0.03146887
19.87346;0.0608724;0.06;0.0608724;0.03146887
20.88121;0.06470189;0.08;0.06470189;0.03146887
21.87523;0.06823169;0.1;0.06823169;0.03146887
22.86467;0.0713952;0.12;0.0713952;0.03146887
23.74416;0.07432559;0.14;0.07432559;0.03146887
24.41753;0.07712279;0.16;?';0.03146887
24.98554;0.07978679;0.18;0.07978679;0.03146887
25.48484;0.08228429;0.2;0.08228429;0.03146887
25.91084;0.08464859;0.22;0.08464859;0.03146887
26.34601;0.08701289;0.24;0.08701289;0.03146887
26.72621;0.0896436;0.26;0.0896436;0.03146887
27.06977;0.0924741;0.28;0.0924741;0.03146887
27.4408;0.09547109;0.3;0.09547109;0.03146887
27.92178;0.0985347;0.32;0.0985347;0.03146887
28.4165;0.1016982;0.34;0.1016982;0.03146887
28.9158;0.1051947;0.36;0.1051947;0.03146887
29.46548;0.108891;0.38;0.108891;0.03146887
30.1022;0.1126206;0.4;0.1126206;0.03146887
30.70686;0.1164834;0.42;0.1164834;0.03146887
31.29777;0.1205127;0.44;0.1205127;0.03146887
31.87952;0.1245087;0.46;0.1245087;0.03146887
32.49334;0.1285047;0.48;0.1285047;0.03146887
33.12548;0.1325007;0.5;0.1325007;0.03146887
33.70723;0.1366299;0.52;0.1366299;0.03146887
34.25692;0.1407258;0.54;0.1407258;0.03146887
34.78828;0.1445553;0.56;0.1445553;0.03146887
35.20512;0.1482849;0.58;0.1482849;0.03146887
35.64487;0.1517814;0.6;0.1517814;0.03146887
36.05256;0.1549782;0.62;0.1549782;0.03146887
36.28159;0.1579419;0.64;0.1579419;0.03146887
36.47398;0.1608723;0.66;0.1608723;0.03146887
36.5175;0.1636362;0.68;0.1636362;0.03146887
36.59079;0.166167;0.7;0.166167;0.03146887
36.66409;0.1685313;0.72;0.1685313;0.03146887
36.73051;0.1710288;0.74;0.1710288;0.03146887
36.74424;0.1736928;0.76;0.1736928;0.03146887
36.73165;0.1765899;0.78;0.1765899;0.03146887
36.76372;0.1794537;0.8;0.1794537;0.03146887
36.90915;0.1824507;0.82;0.1824507;0.03146887
37.16109;0.1855476;0.84;0.1855476;0.03146887
37.3489;0.188811;0.86;0.188811;0.03146887
37.62833;0.1923075;0.88;0.1923075;0.03146887
37.97188;0.1958373;0.9;0.1958373;0.03146887
38.32918;0.1994004;0.92;0.1994004;0.03146887
38.69106;0.2031633;0.94;0.2031633;0.03146887
38.97964;0.2069262;0.96;0.2069262;0.03146887
39.30487;0.210789;0.98;0.210789;0.03146887
39.66217;0.2148183;1;0.2148183;0.03146887
40.05153;0.2190474;1.02;0.2190474;0.03146887
40.42715;0.2231433;1.04;0.2231433;0.03146887
40.78902;0.2269395;1.06;0.2269395;0.03146887
41.08677;0.2305692;1.08;0.2305692;0.03146887
41.35245;0.2339991;1.1;0.2339991;0.03146887
41.56316;0.2371959;1.12;0.2371959;0.03146887
41.62959;0.2402262;1.14;0.2402262;0.03146887
41.6983;0.2431899;1.16;0.2431899;0.03146887
41.65249;0.246087;1.18;0.246087;0.03146887
41.66508;0.2487843;1.2;0.2487843;0.03146887
41.64676;0.2512818;1.22;0.2512818;0.03146887
41.62042;0.2538459;1.24;0.2538459;0.03146887
41.58607;0.2565765;1.26;0.2565765;0.03146887
41.48529;0.2593737;1.28;0.2593737;0.03146887
41.44407;0.2622708;1.3;0.2622708;0.03146887
41.46926;0.2652678;1.32;0.2652678;0.03146887
41.54942;0.268398;1.34;0.268398;0.03146887
41.66623;0.271728;1.36;0.271728;0.03146887
41.77388;0.2752245;1.38;0.2752245;0.03146887
42.09453;0.2786544;1.4;0.2786544;0.03146887
42.36479;0.2821509;1.42;0.2821509;0.03146887
42.6488;0.2858805;1.44;0.2858805;0.03146887
42.81828;0.2896434;1.46;0.2896434;0.03146887
