Stress,Strain
2228411.429,0.000561438
2302575.238,0.000590076
2374994.286,0.000622044
2443051.429,0.000656676
2534664.762,0.000693306
2623662.857,0.0007326
2723129.524,0.000773892
2835683.81,0.00081585
2956963.81,0.000856476
3075626.667,0.000894438
3194289.524,0.000934398
3311205.714,0.000977688
3409800,0.001021644
3514502.857,0.0010656
3613969.524,0.001110888
3729142.857,0.001157508
3839952.381,0.00120546
3961232.381,0.001252746
4086874.286,0.001300032
4216007.619,0.001347984
4346885.714,0.001393938
4453333.333,0.001437894
4568504.762,0.001477854
4669718.095,0.001515816
4749988.571,0.00155178
4830260.952,0.001586412
4903552.381,0.001619712
4970735.238,0.00165168
5043154.286,0.00168165
5111211.429,0.00170829
5162689.524,0.001733598
5202824.762,0.00175824
5246451.429,0.001782216
5279607.619,0.001807524
5317998.095,0.001832166
5355516.19,0.001856808
5369040,0.001882116
5397398.095,0.001907424
5455855.238,0.001932732
5494247.619,0.001956042
5530019.048,0.001978686
5570156.19,0.001999998
5605929.524,0.002021976
5646937.143,0.002045952
5658280,0.00207126
5682710.476,0.002098566
5735933.333,0.002127204
5783049.524,0.002156508
5826676.19,0.002185146
5881645.714,0.002213118
5930504.762,0.002243088
5975876.19,0.002273724
6020375.238,0.002305692
6066619.048,0.002340324
6111988.571,0.00237762
6168702.857,0.002415582
6236760,0.002452212
6312668.571,0.002491506
6385087.619,0.0025308
6454017.143,0.002568096
6517710.476,0.002606724
6584020.952,0.00264735
6636373.333,0.00269064
6697449.524,0.00273393
6770740.952,0.002778552
6846649.524,0.002823174
6905108.571,0.002867796
6987998.095,0.002911752
7060417.143,0.002955708
7124982.857,0.002999664
7193912.381,0.00304362
7249752.381,0.003087576
7302977.143,0.003129534
7362308.571,0.003170826
7408552.381,0.003208122
7445198.095,0.003244086
7486205.714,0.003279384
7498420.952,0.003312018
7524160,0.003341322
7552080,0.003367962
7572584.762,0.003392604
7580872.381,0.00341658
7574984.762,0.003441222
7574548.571,0.003465198
7559497.143,0.003489174
7563860.952,0.003513816
7557971.429,0.003540456
7555135.238,0.003567762
7556007.619,0.003594402
7560480,0.003619044
7572148.571,0.003641022
7582619.048,0.003662334
7589161.905,0.003683646
7583927.619,0.003705624
7585672.381,0.003728268
7584363.81,0.003754242
7582619.048,0.003782214
7586653.333,0.00380952
7613158.095,0.003840156
7631043.81,0.003870126
7672923.81,0.003900096
7713933.333,0.003930732
7724838.095,0.0039627
7744470.476,0.003997332
7783733.333,0.004033296
7818636.19,0.004070592
7856154.286,0.004108554
7901523.81,0.004146516
7952131.429,0.00418581
8008843.81,0.004224438
8056832.381,0.004264398
8106565.714,0.004306356
8120961.905,0.004350312
8183346.667,0.004394934
8231337.143,0.004440888
8285432.381,0.00448551
8330803.81,0.004530798
8391007.619,0.004576752
8448592.381,0.004623372
8501817.143,0.00466866
8549805.714,0.004714614
8594302.857,0.004760568
8632693.333,0.004803192
8671085.714,0.004843818
8684171.429,0.004883112
8707731.429,0.004920408
8723436.19,0.004956372
