Stress,Strain
4480380952,1.9314E-05
4.70287E+11,0.000027306
5.17839E+11,3.5298E-05
5.2831E+11,4.1958E-05
5.43579E+11,4.9284E-05
5566666667,5.7942E-05
5.73681E+11,6.5934E-05
5.92876E+11,0.000073926
6.10763E+11,8.2584E-05
6.26468E+11,0.000091242
6.49154E+11,9.9234E-05
6.71839E+11,0.00010656
6.89289E+11,0.000114552
7.04122E+11,0.00012321
7.1721E+11,0.000131868
7.36842E+11,0.00013986
7.61272E+11,0.00014652
7.83521E+11,0.00015318
7.953E+11,0.00015984
8.01408E+11,0.000167832
8.16677E+11,0.000175158
8.33691E+11,0.000181818
8.46342E+11,0.000188478
8.65102E+11,0.000194472
8.82552E+11,0.000201132
8.94767E+11,0.000209124
90872761905,0.000217116
9.23124E+11,0.00022311
9.37521E+11,0.000230436
9.51917E+11,0.00023976
9.61515E+11,0.000247086
9.72858E+11,0.000253746
9.90744E+11,0.000261738
1.00383E+12,0.000270396
1.0191E+12,0.000279054
1.04135E+11,0.000287712
1.06316E+12,0.000294372
1.08716E+12,0.000302364
1.10635E+12,0.00030969
1.119E+12,0.00031635
1.13689E+12,0.000321678
1.15652E+12,0.000329004
1.17005E+12,0.00033633
1.17964E+12,0.000343656
1.18881E+12,0.000350316
1.19797E+12,0.000356976
1.21324E+12,0.000363636
1.22763E+12,0.000368964
1.2381E+12,0.000374958
1.2573E+12,0.000382284
1.27475E+12,0.000388944
1.28347E+12,0.000395604
1.29613E+11,0.000402264
1.30878E+11,0.000408258
1.31881E+12,0.000414918
1.33452E+12,0.000422244
1.3524E+12,0.00042957
1.36418E+12,0.000435564
1.3764E+12,0.000441558
1.39036E+12,0.000446886
1.39516E+12,0.00045288
1.39603E+12,0.00045954
1.41173E+12,0.000465534
1.41915E+12,0.000471528
1.42918E+11,0.000477522
1.4366E+12,0.00048285
1.43529E+12,0.000488178
1.45274E+12,0.000493506
1.47019E+12,0.000500166
1.48415E+12,0.000506826
1.47761E+11,0.000513486
1.48677E+12,0.000520146
1.50509E+12,0.000527472
1.51731E+12,0.000535464
1.52822E+12,0.000544122
1.53999E+12,0.000553446
1.55483E+12,0.000561438
1.57446E+12,0.00056943
1.59365E+12,0.000577422
1.61067E+11,0.000585414
1.62594E+12,0.00059274
1.64252E+12,0.000601398
1.65778E+12,0.000610056
1.67262E+11,0.00061938
1.68789E+12,0.000626706
1.70359E+12,0.000634032
1.72322E+12,0.000640692
1.74024E+12,0.000647352
1.7542E+12,0.000654012
1.76467E+12,0.000661338
1.77296E+12,0.000667998
1.78561E+12,0.000674658
1.80044E+12,0.000681318
1.81222E+12,0.000688644
1.82182E+12,0.00069597
1.83142E+12,0.000701964
1.84319E+12,0.000708624
1.85497E+11,0.000713952
1.86021E+12,0.000719946
1.85955E+11,0.000725274
1.86588E+11,0.000731934
1.8842E+12,0.000738594
1.89816E+12,0.000745254
1.9082E+11,0.000751248
1.91692E+11,0.000757242
1.92652E+11,0.00076257
1.93568E+11,0.000767232
1.93394E+11,0.000771894
1.93917E+11,0.000777888
1.94484E+11,0.000783882
1.94964E+11,0.000791208
19548761905,0.000797868
1.97189E+11,0.000804528
1.98105E+11,0.000810522
1.98978E+11,0.000817182
20046095238,0.000825174
2.01944E+11,0.000834498
2.0286E+11,0.000843156
2.04387E+11,0.000851814
2.06787E+11,0.000860472
2.08445E+11,0.000868464
2.09622E+11,0.000875124
2.11193E+11,0.00088245
21267619048,0.000890442
21359238095,0.000898434
2.14814E+11,0.000905094
2.16428E+11,0.000913086
2.17737E+11,0.000921744
2.19177E+11,0.000931068
2.20442E+11,0.00093906
2.2162E+11,0.000946386
22358285714,0.00095238
2.25284E+11,0.000957708
2.25764E+11,0.000961038
2.25568E+11,0.0009657
2.2583E+11,0.000971028
2.2583E+11,0.00097569
2.26026E+11,0.000981684
2.2584E+11,0.000987012
2.26058E+11,0.00099234
2.26789E+11,0.000998334
2.28033E+11,0.00100566
2.27356E+11,0.00101232
2.27945E+11,0.001018314
2.29821E+11,0.001022976
23082476190,0.001028304
2.30432E+11,0.001033632
23126095238,0.001039626
2.31632E+11,0.001046286
2.32155E+11,0.001052946
2.32919E+11,0.001061604
2.35013E+11,0.001070262
2.35929E+11,0.001077588
2.36714E+11,0.001084914
23806666667,0.001091574
2.4003E+11,0.0010989
2.41295E+11,0.00110556
2.416E+11,0.001112886
2.43084E+11,0.001120212
2.44436E+11,0.001126872
2.45134E+11,0.001133532
24666095238,0.001139526
2.47926E+11,0.001144854
2.49148E+11,0.00114885
2.50064E+11,0.00115218
2.49627E+11,0.001157508
2.49889E+11,0.001163502
2.49824E+11,0.001170162
2.50064E+11,0.001174824
2.51591E+11,0.001180818
25207047619,0.001186812
2.51874E+11,0.001192806
25231047619,0.001198134
2.52419E+11,0.001204128
25298666667,0.00120879
2.54514E+11,0.001213452
2.55124E+11,0.001219446
2.54972E+11,0.001224774
25545142857,0.001230102
2.56106E+11,0.00123543
2.57742E+11,0.001241424
2.57437E+11,0.001248084
2.58265E+11,0.001253412
2.58789E+11,0.001259406
2.59203E+11,0.001266066
2.59705E+11,0.001272726
2.60054E+11,0.001279386
2.61712E+11,0.001287378
2.63108E+11,0.001294038
2.64024E+11,0.001300032
2.65027E+11,0.001304694
2.66598E+11,0.001310022
2.67514E+11,0.001314684
2.671E+11,0.001321344
2.67732E+11,0.001326672
2.67819E+11,0.001332
2.67972E+11,0.001337994
2.68168E+11,0.001343322
2.68496E+11,0.001349982
2.69019E+11,0.001356642
26949904762,0.001363968
2.70088E+11,0.001370628
2.70742E+11,0.00137862
2.72487E+11,0.001387278
2.7384E+11,0.00139527
2.75541E+11,0.001402596
27698095238,0.001409922
2.78072E+11,0.001417914
2.78857E+11,0.00142524
2.79817E+11,0.001432566
2.80907E+11,0.001439892
