Stress;Strain
2450466.667;0.000643356
2617990.476;0.00071262
2803836.19;0.000783216
2994918.095;0.000856476
3181638.095;0.000935064
3350904.762;0.001014984
3534135.238;0.00109557
3730451.429;0.001179486
3927640;0.001266732
4124828.571;0.00135198
4316782.857;0.001429236
4505247.619;0.001503828
4664918.095;0.001573092
4822843.81;0.001636362
4972916.19;0.001693638
5092451.429;0.001750914
5177085.714;0.001805526
5259102.857;0.001856808
5345481.905;0.00190476
5425754.286;0.001954044
5492937.143;0.002006658
5561866.667;0.002063268
5636902.857;0.002121876
5713685.714;0.002183814
5791339.048;0.002248416
5884699.048;0.002319012
5979803.81;0.002393604
6094102.857;0.002466198
6216255.238;0.002542122
6329681.905;0.002621376
6436129.524;0.002699964
6543449.524;0.00278055
6654259.048;0.002862468
6761579.048;0.002945052
6867154.286;0.003027636
6958769.524;0.003106224
7055617.143;0.003182814
7151594.286;0.003251412
7237102.857;0.003312684
7282472.381;0.00336996
7294687.619;0.003425904
7314756.19;0.003477852
7327843.81;0.00352647
7342676.19;0.003573756
7357510.476;0.003621708
7368851.429;0.003672324
7381939.048;0.003728934
7398952.381;0.003788208
7422948.571;0.003848148
7484024.762;0.003911418
7538120;0.003978018
7600068.571;0.004046616
7667253.333;0.004116546
7729201.905;0.004187808
7792895.238;0.0042624
7847864.762;0.004336992
7908068.571;0.004414248
7968272.381;0.004494834
8045053.333;0.004579416
8107874.286;0.004662
8175059.048;0.004741254
8233518.095;0.004819176
8283251.429;0.004891104
8329495.238;0.004956372
8340836.19;0.005017644
8317278.095;0.005075586
8155862.857;0.005128866
7856588.571;0.005176818
7675979.048;0.005220108
7543356.19;0.00526473
7310394.286;0.005312682
6911651.429;0.00536463
5669186.667;0.005419242
3511449.524;0.005477184
2334422.857;0.005535792
1876350.286;0.005599062
1558753.524;0.005665662
641737.1429;0.00573426
