Stress;Strain
3326040;0.001046286
3470878.095;0.001104228
3620950.476;0.001163502
3762297.143;0.001224108
3894920;0.001286046
4021436.19;0.001343988
4154931.429;0.001399266
4270104.762;0.001453212
4383531.429;0.001504494
4490851.429;0.001553778
4587700.952;0.0015984
4665354.286;0.001641024
4751733.333;0.001682982
4817173.333;0.00172494
4869523.81;0.00176823
4928855.238;0.001809522
4993420.952;0.001848816
5052752.381;0.00188811
5106849.524;0.001927404
5170542.857;0.001967364
5232491.429;0.002010654
5278735.238;0.002055276
5336320;0.002100564
5397396.19;0.002145186
5464580.952;0.002193138
5518676.19;0.002246418
5578007.619;0.002303694
5671367.619;0.002362968
5772580.952;0.002422908
5875537.143;0.002482848
5963660.952;0.002544786
6036952.381;0.002608056
6117224.762;0.002669994
6199241.905;0.002731932
6284748.571;0.002796534
6355422.857;0.002862468
6438312.381;0.002928402
6517710.476;0.002992338
6587512.381;0.003054942
6645971.429;0.003116214
6708792.381;0.003172824
6762015.238;0.00322677
6810876.19;0.003277386
6824400;0.003322674
6840106.667;0.00336663
6840542.857;0.003411252
6838360;0.003454542
6838798.095;0.003494502
6836179.048;0.003531798
6833780.952;0.003569094
6835742.857;0.003611052
6835089.524;0.003655674
6834544.762;0.003702294
6836070.476;0.003750912
6863664.762;0.003798864
6885476.19;0.00384948
6904672.381;0.003904092
6945243.81;0.0039627
6996723.81;0.004023306
7053436.19;0.00408258
7106660.952;0.004140522
7155521.905;0.004201794
7190422.857;0.004264398
7236664.762;0.00432567
7287270.476;0.004388274
7343112.381;0.004453542
7391975.238;0.004520142
7445198.095;0.004587408
7490567.619;0.004651344
7535066.667;0.004713282
7549899.048;0.004774554
7577820.952;0.004833162
7622318.095;0.004886442
7625373.333;0.004937724
7627118.095;0.004985676
7621881.905;0.00503163
7598323.81;0.005076252
7555135.238;0.00511821
7524596.19;0.005159502
7489695.238;0.00519813
7457413.333;0.005237424
7445634.286;0.005278716
7394590.476;0.005322006
7350093.333;0.005367294
7335697.143;0.005411916
7307775.238;0.005458536
7253241.905;0.005506488
7213106.667;0.005558436
7200455.238;0.00561438
7180824.762;0.005672322
7172971.429;0.00573093
7162064.762;0.005786874
7083102.857;0.005845482
6867590.476;0.005909418
730297.7143;0.005980014
