Stress;Strain
3420706.667;0.00117216
3569908.571;0.001231434
3695550.476;0.001288044
3780184.762;0.001343988
3861329.524;0.001395936
3945963.81;0.001442556
4018382.857;0.001489176
4082948.571;0.001540458
4148386.667;0.001593738
4214699.048;0.001649016
4288862.857;0.00170496
4362154.286;0.001763568
4439807.619;0.001829502
4520952.381;0.001900764
4616057.143;0.001972692
4742571.429;0.00204462
4858617.143;0.002120544
4950232.381;0.002201796
5049699.048;0.002280384
5159636.19;0.00236097
5272190.476;0.00244422
5391725.714;0.002529468
5501662.857;0.002612052
5599384.762;0.002687976
5692744.762;0.002758572
5775634.286;0.002825172
5843689.524;0.002886444
5893422.857;0.00294372
5930942.857;0.003000996
5942283.81;0.003054942
5958862.857;0.003104892
5971514.286;0.003152844
5993327.619;0.00320346
6013830.476;0.00325674
6026483.81;0.003311352
6047859.048;0.003368628
6077089.524;0.003430566
6123767.619;0.003497832
6163904.762;0.003570426
6229342.857;0.003644352
6306998.095;0.003716946
6390760;0.003791538
6468413.333;0.003870126
6530361.905;0.003948714
6590565.714;0.004029966
6673455.238;0.004113882
6759834.286;0.004199796
6831380.952;0.004280382
6896819.048;0.004356972
6944807.619;0.0044289
6991923.81;0.0044955
7031186.667;0.004556772
7040348.571;0.004614048
7052127.619;0.004669992
7044929.524;0.00472194
7036859.048;0.004770558
7023335.238;0.00481851
7011992.381;0.004869126
7002394.286;0.004923738
7004794.286;0.004981014
7003920;0.005039622
7022024.762;0.005100894
7042965.714;0.005166162
7086156.19;0.005234094
7140251.429;0.005302692
7194348.571;0.005370624
7257169.524;0.005441886
7295560;0.005515812
7330460.952;0.005589738
7377577.143;0.00566433
7438653.333;0.005742252
7496240;0.005822172
7543356.19;0.005902092
7597451.429;0.005978016
7641950.476;0.006052608
7694300.952;0.006124536
7744906.667;0.00619047
7754068.571;0.006251742
7773700.952;0.00631035
7783733.333;0.00636363
7775226.667;0.006412914
7765847.619;0.006458868
7756249.524;0.006507486
7746215.238;0.006558102
7730946.667;0.00661005
7713497.143;0.006664662
7710880;0.006720606
7716333.333;0.006779214
7733563.81;0.006843816
7755377.143;0.006912414
7805110.476;0.006982344
7865314.286;0.007055604
7914175.238;0.007134858
7957801.905;0.007216776
8005790.476;0.00729936
8070356.19;0.007383942
8119217.143;0.007471188
7974379.048;0.007567092
282259.619;0.007659666
