Stress;Strain
1026517.524;0.000197802
1155650.286;0.00024309
1275185.333;0.000291042
1391230.095;0.000340992
1503784.952;0.00039294
1624192.381;0.000446886
1739364.762;0.00050283
1863262.476;0.000561438
1998502.857;0.000622044
2145085.714;0.000686646
2288179.048;0.000751914
2434761.905;0.000821178
2579600;0.000891108
2712222.857;0.000963702
2855316.19;0.001038294
3001899.048;0.001117548
3140628.571;0.001202796
3296809.524;0.001286046
3454735.238;0.001364634
3595211.429;0.00144189
3726961.905;0.001513818
3846497.143;0.001579086
3943344.762;0.001640358
4026234.286;0.001698966
4089929.524;0.00175491
4148386.667;0.001806858
4218188.571;0.001856142
4273158.095;0.00190809
4327253.333;0.001965366
4369135.238;0.002025306
4432828.571;0.002087244
4513971.429;0.002149182
4598607.619;0.002216448
4674516.19;0.002287044
4761767.619;0.00235764
4850763.81;0.00242757
4941506.667;0.00250083
5020904.762;0.002572758
5091579.048;0.002644686
5172723.81;0.002718612
5256485.714;0.002797866
5341992.381;0.00288045
5434480;0.002963034
5523476.19;0.00304362
5615091.429;0.003121542
5704087.619;0.00319347
5784358.095;0.003259404
5841944.762;0.003322674
5855468.571;0.003385944
5899531.429;0.003445218
5912619.048;0.003498498
5936177.143;0.003550446
5954062.857;0.00360639
5964097.143;0.003663
5972386.667;0.003720942
5989838.095;0.003780882
6032154.286;0.003841488
6044805.714;0.00390942
6098464.762;0.003981348
6149942.857;0.004053942
6216255.238;0.004127868
6287801.905;0.00420579
6354984.762;0.004281714
6422169.524;0.004358304
6500695.238;0.004438224
6572243.81;0.004520808
6642916.19;0.00460539
6707483.81;0.004686642
6782520;0.00476523
6865409.524;0.004836492
6926485.714;0.004901094
6962259.048;0.004961034
6967057.143;0.005020308
6977091.429;0.00507825
6992796.19;0.005133528
7003266.667;0.005185476
7010245.714;0.005236758
7020716.19;0.005292036
7027697.143;0.005348646
7036859.048;0.005406588
7051255.238;0.005468526
7071760;0.005533794
7123674.286;0.005602392
7176897.143;0.005673654
7237973.333;0.005742252
7299923.81;0.00581085
7354891.429;0.00588078
7400262.857;0.005948046
7445634.286;0.006015312
7497112.381;0.00608391
7536375.238;0.00615717
7574765.714;0.006234426
7627988.571;0.00631035
7687320;0.00638361
7751887.619;0.006454206
7809472.381;0.006520806
7860080;0.006584076
7896725.714;0.006646014
7906760;0.006705954
7927262.857;0.006762564
7949076.19;0.006814512
7966961.905;0.006863796
7976125.714;0.006915078
7972634.286;0.006971022
7978523.81;0.007028964
7985504.762;0.007087572
8011897.143;0.00714951
8055523.81;0.007216776
8093041.905;0.007288038
8146264.762;0.007360632
8216066.667;0.00743256
8283251.429;0.007510482
8336474.286;0.0075924
8397550.476;0.007676982
8471714.286;0.007766226
8565946.667;0.007857468
8654942.857;0.007948044
8743940.952;0.00803529
8826828.571;0.008122536
8902739.048;0.00820512
8975158.095;0.00827838
9037106.667;0.008344314
9050630.476;0.008405586
9065462.857;0.008460198
9056737.143;0.008510814
9058920;0.008560098
9034053.333;0.008612046
9014420.952;0.008665326
9000024.762;0.008719272
8994354.286;0.00877455
8996099.048;0.008833824
8993262.857;0.008899758
9025763.81;0.00896769
9072007.619;0.009034956
9121740.952;0.009102888
9170601.905;0.009175482
9212481.905;0.009248742
9260470.476;0.009322668
9315440;0.009399258
9385241.905;0.009477846
9453297.143;0.009555768
9523971.429;0.009629694
9578940.952;0.009700956
9625184.762;0.00977022
9656594.286;0.009834156
9668373.333;0.00989343
9690186.667;0.009949374
9704582.857;0.010005984
9709380.952;0.010061262
9703055.238;0.01011321
9693676.19;0.010162494
9697820.952;0.010210446
9692150.476;0.010261062
9688005.714;0.010315008
9672300.952;0.010371618
9679060.952;0.010430226
9695422.857;0.01049283
9718542.857;0.010560762
9745590.476;0.010633356
9823245.714;0.010705284
9891302.857;0.010777878
9944525.714;0.010854468
9999493.333;0.010930392
10060569.52;0.011008314
10120775.24;0.011088234
10184466.67;0.011169486
10246417.14;0.01125207
10304876.19;0.011331324
10364205.71;0.01140858
10413939.05;0.01148184
10461929.52;0.01154844
10497700.95;0.01161171
10504681.9;0.011672982
10511226.67;0.011733588
10505990.48;0.0117882
10506209.52;0.01183815
10502064.76;0.0118881
10494866.67;0.011942712
10468908.57;0.011999322
10453203.81;0.012057264
10461929.52;0.012116538
10458874.29;0.012178476
10473708.57;0.01224774
10493339.05;0.012320334
10562268.57;0.01239426
10625089.52;0.01246752
10686165.71;0.012542112
10732409.52;0.012616704
10776034.29;0.012694626
10827514.29;0.012776544
10877247.62;0.012861792
10931342.86;0.01294371
10994163.81;0.013022964
11028192.38;0.013100886
11036481.9;0.013172148
11054803.81;0.013238082
11065712.38;0.013298022
11004634.29;0.013359294
8853878.095;0.013424562
