Stress;Strain
1158267.81;0.000205128
1280420.381;0.000247086
1412170.667;0.000287046
1545665.905;0.000325008
1675671.238;0.000360972
1787353.333;0.000397602
1899035.619;0.00043623
1997630.476;0.00047619
2122400;0.000518814
2239318.095;0.000564768
2356236.19;0.000612054
2483622.857;0.00065934
2611011.429;0.000709956
2725310.476;0.00076257
2869276.19;0.000813852
3024584.762;0.000863136
3158952.381;0.000911754
3278487.619;0.00096237
3397148.571;0.00101565
3519302.857;0.001070262
3653670.476;0.001126872
3786291.429;0.001186146
3931131.429;0.001248084
4091674.286;0.001312686
4250472.381;0.001379286
4404906.667;0.001443222
4560217.143;0.00150183
4697201.905;0.001561104
4834186.667;0.001619046
4958956.19;0.001672992
5075874.286;0.001723608
5180577.143;0.001770894
5269573.333;0.001816848
5353335.238;0.001863468
5426626.667;0.001907424
5505152.381;0.001950048
5582807.619;0.001988676
5649990.476;0.002025306
5704087.619;0.002063268
5754693.333;0.002105226
5808790.476;0.002149848
5869864.762;0.002196468
5940539.048;0.00224442
6014702.857;0.002291706
6080142.857;0.002341656
6156923.81;0.002396268
6237196.19;0.002452212
6341897.143;0.002509488
6443110.476;0.002566098
6522508.571;0.002624706
6602780.952;0.002689974
6696140.952;0.002755908
6799969.524;0.002821842
6901180.952;0.002891106
7007628.571;0.002964366
7112331.429;0.003037626
7210053.333;0.003110886
7299923.81;0.00318015
7391537.143;0.003247416
7477916.19;0.003311352
7546845.714;0.003371292
7598323.81;0.00342657
7610975.238;0.003479184
7635405.714;0.003531132
7660272.381;0.003581082
7679468.571;0.003625704
7688194.286;0.00366633
7686666.667;0.00370629
7689283.81;0.00374625
7686449.524;0.003788874
7673798.095;0.00383616
7683504.762;0.00388278
7695173.333;0.003931398
7714805.714;0.003983346
7743161.905;0.004036626
7769773.333;0.004093902
7833032.381;0.004153176
7892363.81;0.004211118
7949948.571;0.00426906
7987466.667;0.004330332
8031965.714;0.0043956
8072973.333;0.004459536
8120963.81;0.004524804
8182038.095;0.004593402
8239624.762;0.004663998
8303318.095;0.004734594
8358287.619;0.00480186
8408020.952;0.004866462
8421544.762;0.004930398
8466480;0.004991004
8497889.524;0.005046948
8510104.762;0.005096232
8521883.81;0.00514152
8512068.571;0.005185476
8492219.048;0.005228766
8463862.857;0.005269392
8441613.333;0.00530802
8422853.333;0.005343984
8397986.667;0.005379948
8374430.476;0.005419908
8360032.381;0.005462532
8344763.81;0.005505822
8336038.095;0.005549112
8344108.571;0.005593734
8351744.762;0.005643684
8358723.81;0.005694966
8399295.238;0.005750244
8433323.81;0.005805522
8476950.476;0.0058608
8514466.667;0.005916078
8523628.571;0.005973354
8539335.238;0.006035958
8541952.381;0.006099894
8533881.905;0.006165828
8487419.048;0.00623376
8415001.905;0.006303024
8027603.81;0.006376284
4749552.381;0.00645021
