Stress;Strain
7673360;0.003148848
7919411.429;0.0032634
8094786.667;0.003364632
8198617.143;0.003463866
8277142.857;0.003569094
8335601.905;0.00367965
8415001.905;0.003804192
8516213.333;0.00394272
8650580.952;0.00409257
8808506.667;0.004256406
8990862.857;0.004432896
9188051.429;0.00460206
9382622.857;0.00475524
9562361.905;0.00488511
9689750.476;0.004993002
9747337.143;0.005092236
9745156.19;0.005192136
9737302.857;0.005300028
9727704.762;0.005418576
9734902.857;0.005552442
9817137.143;0.005699628
9913988.571;0.005858136
10035266.67;0.006032628
10186213.33;0.00620379
10358099.05;0.00636363
10519514.29;0.006501492
10646030.48;0.00661338
10695763.81;0.006711282
10688782.86;0.006808518
10645158.1;0.006911082
10604148.57;0.00701964
10595860.95;0.007144182
10596733.33;0.007283376
10680057.14;0.00743589
10769927.62;0.007603722
10900805.71;0.007781544
11072691.43;0.00794538
11242832.38;0.008091234
11386798.1;0.00821511
11463579.05;0.008317674
11469685.71;0.008414244
11433914.29;0.00851481
11388542.86;0.008622702
11375019.05;0.008740584
11365857.14;0.008872452
11405120;0.009020304
11500224.76;0.009176814
11623249.52;0.009349974
11760236.19;0.009521802
11922523.81;0.00968031
12061253.33;0.009818172
12161594.29;0.009930726
12174245.71;0.010031958
12176862.86;0.010130526
12118840;0.010233756
12069106.67;0.010340982
12058200;0.010464192
12044240;0.010602054
11674729.52;0.010761892
410519.8095;0.010935054
