Stress;Strain
623850.4762;0.000101232
634320.7619;0.00010656
646972.1905;0.000111888
656133.7143;0.000118548
662241.3333;0.000125874
672275.2381;0.000132534
688853.1429;0.000140526
708920.9524;0.00014652
724190.0952;0.000154512
734660.1905;0.000161838
749493.1429;0.000169164
767816;0.000175824
779595.0476;0.00018315
790065.1429;0.000188478
806643.0476;0.000193806
822348.381;0.000200466
831073.5238;0.000208458
838053.7143;0.00021645
847651.4286;0.000225108
862920.381;0.000234432
883424.7619;0.00024309
908291.4286;0.000250416
933594.4762;0.000257076
950172.1905;0.000264402
963696.381;0.000271062
975475.2381;0.000277722
988126.8571;0.000283716
999905.7143;0.00028971
1009939.619;0.000295704
1023027.429;0.000301698
1026081.333;0.000307026
1024554.476;0.000311688
1033497.714;0.00031635
1060545.714;0.000321678
1066653.333;0.00032634
1065126.476;0.000330336
1070143.429;0.000334998
1072979.238;0.000340992
1078868.762;0.000345654
1082795.048;0.000350316
1086503.238;0.000354978
1092174.667;0.000362304
1104607.81;0.000370296
1111588;0.000376956
1122058.286;0.000384282
1135146.095;0.000391608
1150851.429;0.000398934
1169174.286;0.000405594
1185315.81;0.000411588
1197094.857;0.000418248
1206692.571;0.00042624
1217599.048;0.000433566
1233304.381;0.000438894
1250318.476;0.000444222
1266460;0.000451548
1274312.571;0.000458208
1271913.333;0.000465534
1295253.143;0.000471528
1315757.333;0.000478854
1325355.048;0.000485514
1331899.048;0.000492174
1344550.476;0.000498834
1359383.238;0.000503496
1367236;0.000508158
1376833.524;0.000514152
1389048.952;0.00051948
1395592.762;0.000526806
1394938.476;0.0005328
1413479.429;0.00053946
1427003.429;0.000545454
1436601.143;0.000550782
1446198.857;0.000556776
1459722.857;0.000563436
1473246.857;0.000570096
1485462.095;0.00057609
1498986.286;0.00058275
1509020.19;0.000588744
1515564;0.000594738
1516000.381;0.000601398
1539994.476;0.000607392
1553082.286;0.000613386
1555699.619;0.000620046
1557881.143;0.00062604
1574895.238;0.000632034
1586674.286;0.000638694
1596708.19;0.000645354
1603688.19;0.000651348
1604124.571;0.000656676
1625501.333;0.000662004
1638152.762;0.000667998
1647314.095;0.000674658
1654730.667;0.000680652
1654294.286;0.000687312
1661274.476;0.000693306
1678288.571;0.000699966
1689195.238;0.000706626
1700974.095;0.000713952
1711008.19;0.000721278
1718424.381;0.000728604
1731076;0.000735264
1745908.762;0.000741258
1758124;0.000747918
1763359.048;0.000753246
1763141.143;0.000759906
1770775.619;0.000765234
1787353.333;0.000771894
1784735.81;0.000778554
1792370.476;0.000785214
1798259.81;0.000791208
1819636.571;0.000798534
1833596.762;0.000804528
1837086.857;0.000809856
1839486.286;0.00081585
1854101.143;0.000821178
1852137.905;0.000827172
1858027.238;0.000833832
1862171.81;0.000839826
1868279.619;0.000845154
1889001.714;0.000849816
1910379.048;0.000855144
1922158.095;0.000859806
1916485.714;0.000865134
1920630.476;0.000869796
1920413.333;0.000875124
1922158.095;0.000881118
1919866.667;0.00088578
1928264.762;0.000890442
1933500.952;0.000895104
1938735.238;0.000901098
1944624.762;0.000907092
1950950.476;0.00091242
1955967.619;0.000918414
1960765.714;0.000924408
1967091.429;0.000930402
1981489.524;0.000937062
1979742.857;0.000944388
1988251.429;0.000951048
2011590.476;0.000958374
2021624.762;0.0009657
2018788.571;0.000974358
2037765.714;0.000981684
2053908.571;0.000988344
2066996.19;0.000997002
2080083.81;0.00100566
2092299.048;0.001013652
2101897.143;0.00102231
2115857.143;0.001030302
2130689.524;0.001038294
2142032.381;0.001046952
2157737.143;0.00105561
2169952.381;0.001063602
2179986.667;0.001071594
2198744.762;0.001079586
2216196.19;0.001087578
2223613.333;0.001094238
2233209.524;0.001101564
2245424.762;0.00110889
2253714.286;0.00111555
2261131.429;0.001121544
2259822.857;0.00112887
2267674.286;0.001137528
2283817.143;0.001146186
2290796.19;0.001153512
2302575.238;0.001159506
2320462.857;0.0011655
2330931.429;0.001172826
2324824.762;0.001180152
2328750.476;0.001186146
2331586.667;0.001192806
2343582.857;0.001200132
2341401.905;0.001207458
2348819.048;0.001214784
2355361.905;0.001221444
2372377.143;0.001227438
2381975.238;0.00123543
2388518.095;0.001243422
2398552.381;0.001252746
2410331.429;0.001262736
2423419.048;0.001271394
2439998.095;0.001280718
2455266.667;0.00128871
2471407.619;0.001296036
2489293.333;0.001302696
2503255.238;0.001309356
2510670.476;0.001316016
2518523.81;0.001322676
2526813.333;0.00132867
2525066.667;0.001336662
2530956.19;0.001343988
2536192.381;0.001351314
2541426.667;0.001359306
2560403.81;0.001367298
