Stress,Strain
11193099.05,0.006162498
11351024.76,0.00639027
11408611.43,0.00664335
11453980.95,0.0069264
11542979.05,0.007228098
11703521.9,0.007517808
11898093.33,0.007766892
12063872.38,0.007995996
12136291.43,0.00824508
12137600,0.008522136
12179916.19,0.008826498
12316030.48,0.009124866
12512346.67,0.00938061
12699937.14,0.009615042
12778464.76,0.009863458
12776283.81,0.010139182
12788935.24,0.010448208
12924175.24,0.010753236
13113510.48,0.01101564
13267946.67,0.011253402
13281034.29,0.011495826
11791645.71,0.011774214
