Stress;Strain
1366363.429;0.000344988
1440527.429;0.000368298
1514691.429;0.000390942
1588855.429;0.00041292
1663019.429;0.000436896
1737183.429;0.00046287
1811347.429;0.000487512
1885511.429;0.000510156
1959675.429;0.000532134
2033839.429;0.000554112
2108003.429;0.000575424
2182167.429;0.00059607
2256331.429;0.00061938
2330495.429;0.000644022
2404659.429;0.000664668
2478823.429;0.000684648
2552987.429;0.000704628
2627151.429;0.00072594
2701315.429;0.000747918
2775479.429;0.00076923
2849643.429;0.000787878
2923807.429;0.00080586
2997971.429;0.000823176
3072135.429;0.000840492
3146299.429;0.00085914
3220463.429;0.000877122
3294627.429;0.000893772
3368791.429;0.000910422
3442955.429;0.000928404
3517119.429;0.000947052
3591283.429;0.000966366
3665447.429;0.000986346
3739611.429;0.00100566
3813775.429;0.001024308
3887939.429;0.001041624
3962103.429;0.001056942
4036267.429;0.001071594
4110431.429;0.00108558
4184595.429;0.001098234
4258759.429;0.001110888
4332923.429;0.001124208
4407087.429;0.001138194
4481251.429;0.001152846
4555415.429;0.001168164
4629579.429;0.00118548
4703743.429;0.001203462
4777907.429;0.001221444
4852071.429;0.001240092
4926235.429;0.00125874
5000399.429;0.001278054
5074563.429;0.001297368
5148727.429;0.001314684
5222891.429;0.001332
5297055.429;0.001349316
5371219.429;0.001369296
5445383.429;0.001390608
5519547.429;0.001411254
5593711.429;0.001431234
5667875.429;0.00145188
5742039.429;0.00147186
5816203.429;0.001494504
5890367.429;0.001517148
5964531.429;0.001540458
6038695.429;0.001563102
6112859.429;0.001586412
6187023.429;0.001607724
6261187.429;0.001629036
6335351.429;0.00164835
6409515.429;0.001667664
6483679.429;0.00168831
6557843.429;0.001708956
6632007.429;0.0017316
6706171.429;0.001753578
6780335.429;0.001776222
6854499.429;0.001799532
6928663.429;0.00182151
7002827.429;0.001842822
7076991.429;0.001863468
7151155.429;0.001884114
7225319.429;0.00190476
7299483.429;0.001925406
7373647.429;0.001945386
7447811.429;0.001966032
7521975.429;0.001987344
7596139.429;0.002010654
7670303.429;0.002035962
7744467.429;0.00206127
7818631.429;0.002085912
7892795.429;0.00211122
7966959.429;0.002136528
8041123.429;0.002160504
8115287.429;0.002183148
8189451.429;0.002205126
8263615.429;0.002225772
8337779.429;0.002247084
8411943.429;0.00226773
8486107.429;0.00228771
8560271.429;0.002307024
8634435.429;0.002325672
8708599.429;0.002342988
8782763.429;0.002360304
8856927.429;0.00237762
8931091.429;0.002395602
9005255.429;0.002412918
9079419.429;0.002429568
9153583.429;0.002446218
9227747.429;0.002462202
9301911.429;0.002478852
9376075.429;0.002496168
9450239.429;0.00251415
9524403.429;0.002530134
9598567.429;0.002546118
9672731.429;0.002562768
9746895.429;0.00258075
9821059.429;0.0025974
9895223.429;0.00261405
9969387.429;0.002632032
10043551.43;0.002648682
10117715.43;0.002665332
10191879.43;0.002679984
10266043.43;0.002695968
10340207.43;0.002711286
10414371.43;0.002725272
10488535.43;0.002737926
10562699.43;0.002749248
10636863.43;0.002761236
10711027.43;0.002773224
10785191.43;0.002786544
10859355.43;0.002802528
10933519.43;0.00281718
11007683.43;0.00283383
11081847.43;0.002851146
11156011.43;0.002868462
11230175.43;0.002886444
11304339.43;0.00290376
11378503.43;0.002922408
11452667.43;0.002941722
11526831.43;0.002961702
11600995.43;0.00298035
11675159.43;0.002998332
11749323.43;0.003017646
11823487.43;0.003036294
11897651.43;0.003056274
11971815.43;0.003078918
12045979.43;0.003102228
12120143.43;0.003122874
12194307.43;0.003144852
12268471.43;0.00316683
12342635.43;0.003187476
12416799.43;0.003208788
12490963.43;0.003231432
12565127.43;0.00325341
12639291.43;0.003276054
12713455.43;0.003298032
12787619.43;0.003318678
12861783.43;0.00333999
12935947.43;0.003361302
13010111.43;0.003383946
13084275.43;0.003407256
13158439.43;0.003431898
13232603.43;0.003457206
13306767.43;0.003481182
13380931.43;0.003505824
13455095.43;0.003531798
13529259.43;0.003555774
13603423.43;0.003579084
13677587.43;0.003601062
13751751.43;0.00362304
13825915.43;0.00364635
13900079.43;0.003670326
13974243.43;0.003693636
14048407.43;0.003718278
14122571.43;0.003743586
14196735.43;0.003768894
14270899.43;0.0037962
14345063.43;0.003823506
14419227.43;0.003848148
14493391.43;0.003870792
14567555.43;0.003894102
14641719.43;0.003918078
14715883.43;0.003942054
14790047.43;0.00396603
14864211.43;0.003988008
14938375.43;0.00400932
15012539.43;0.004028634
15086703.43;0.004047282
15160867.43;0.00406593
15235031.43;0.004084578
15309195.43;0.00410256
