Stress,Strain
6016449.524,0.002195802
6084504.762,0.002275056
6157796.19,0.002355642
6265116.19,0.00244422
6376800,0.002542788
6494588.571,0.00264402
6635937.143,0.00275391
6782520,0.002867796
6929975.238,0.002989008
7091390.476,0.003116214
7245826.667,0.003238758
7398518.095,0.00335664
7528523.81,0.003465198
7627118.095,0.003565098
7690811.429,0.003655008
7724838.095,0.00373626
7732691.429,0.003814182
7738363.81,0.003894102
7735091.429,0.00397602
7742725.714,0.004058604
7768028.571,0.004151178
7826051.429,0.004250412
7890619.048,0.00435564
7969144.762,0.004466862
8059013.333,0.004583412
8153245.714,0.004709286
8259693.333,0.00484182
8365266.667,0.004969692
8470841.905,0.005090238
8572927.619,0.005195466
8625278.095,0.005289372
8633131.429,0.005370624
8640982.857,0.005443218
8629859.048,0.005517144
8580780.952,0.005595066
8565946.667,0.005676984
8549805.714,0.00576423
8563110.476,0.0058608
8617426.667,0.005963364
8686354.286,0.006073254
8757028.571,0.006186474
8838173.333,0.006307686
8942001.905,0.00643689
9051066.667,0.006564762
9164493.333,0.006687972
9270940.952,0.006798528
9352958.095,0.006897762
9383497.143,0.006985674
9386548.571,0.007063596
9373243.81,0.007137522
9334636.19,0.007214778
9325910.476,0.00729603
9307586.667,0.007377948
9298862.857,0.007469856
9330272.381,0.007569756
9382622.857,0.00767565
9461150.476,0.00778887
9527460.952,0.007907418
9626929.524,0.00803529
9754316.19,0.008164494
9868615.238,0.00828837
9975935.238,0.00840492
10063188.57,0.008507484
10119028.57,0.008602056
10122081.9,0.008683974
10121645.71,0.008759898
10104632.38,0.008835156
10054462.86,0.008913078
10040066.67,0.008996328
10018253.33,0.009083574
10020434.29,0.009178146
10072786.67,0.00927738
10131243.81,0.009383274
10200173.33,0.009495162
10281318.1,0.009615708
10374676.19,0.009742914
10477634.29,0.009868788
10569249.52,0.00999
10643411.43,0.010101888
10680057.14,0.010201788
10645158.1,0.010294362
10555287.62,0.01037628
10461055.24,0.010452204
10361590.48,0.010528794
10263866.67,0.010606716
10171380.95,0.010690632
10107685.71,0.010779876
10067550.48,0.010875114
10055771.43,0.010974348
10004729.52,0.011083572
9785727.619,0.011197458
8757028.571,0.011321334
1573586.476,0.011459862
